"","Probe_ID","DESIGN","COLOR_CHANNEL","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Feature","Chrom","Pos"
"cg16959863","cg16959863","II","Both",-0.857929852104074,1.21566953896426,-7.66964650004096,1.22984603627469e-05,0.0141844780890619,3.10528769284817,"SLCO3A1","Body","15",92481449
"cg16989790","cg16989790","II","Both",0.89150393888627,1.92826771204821,7.17521203632114,2.2403725759054e-05,0.0205333620956313,2.65817411524971,"ANKRD17","Body","4",73946697
"cg17103472","cg17103472","II","Both",-0.679513907416934,2.02581802158172,-6.53466118987844,5.09019635330938e-05,0.0363772999159408,2.02366861688653,"THUMPD3-AS1","Body","3",9432060
"cg17104151","cg17104151","II","Both",1.21165526277213,-2.32302432591661,7.0870157434191,2.50086755639833e-05,0.022048337916822,2.57461334773366,"C1QC","1stExon","1",22970132
"cg17196246","cg17196246","II","Both",-1.29032016957486,-2.10117631617042,-9.47729106630205,1.70794643879331e-06,0.0043272912027368,4.46708635731198,"BCAT1","Body","12",25062915
"cg17227774","cg17227774","II","Both",1.18172135659137,0.235732927197629,8.52365541765328,4.64944812714473e-06,0.00782250679014573,3.79822546918006,"BAIAP2","Body","17",79037494
"cg17241404","cg17241404","II","Both",1.46123013523655,-0.0886262340011175,9.76724557479667,1.27991019751355e-06,0.00378209932578501,4.65098878582884,"PELP1","Body","17",4596480
"cg17255349","cg17255349","II","Both",1.59595018829245,0.666746324538955,9.20273076226506,2.25945290989743e-06,0.00497712974788333,4.284909432894,"BSDC1","Body","1",32845963
"cg17283266","cg17283266","II","Both",-0.651052821453053,-0.0454082140366614,-6.71913098567804,3.99765993382226e-05,0.0305598813470965,2.21307202226154,"ALG9","Body","11",111717611
"cg17297065","cg17297065","II","Both",-0.74844720098268,-2.23419678884399,-6.43951462337598,5.77563477370374e-05,0.0398573737732189,1.92380153849768,"LFNG","TSS1500","7",2550729
"cg17344223","cg17344223","II","Both",1.06131169414949,-2.22014940982637,9.05994386449293,2.62031733801376e-06,0.00539774033719276,4.18694727949493,"PLXND1","Body","3",129295781
"cg17347535","cg17347535","II","Both",-0.779350702203338,0.525493083768538,-9.34857626896965,1.94576647936042e-06,0.00460055088185831,4.38267863591298,"KIAA0586","5'UTR","14",58906536
"cg17366276","cg17366276","II","Both",-0.668781987379557,-2.39238525294589,-6.58562409123852,4.75945087344437e-05,0.0346228637554428,2.07654776842645,"RIN3","Body","14",93052524
"cg17368096","cg17368096","II","Both",1.17988024375239,1.95789188437879,6.22439961176824,7.71874031532148e-05,0.0487077523070119,1.69245262212614,"FGF6","Body","12",4548149
"cg17389237","cg17389237","II","Both",-0.764490388044902,0.78757565598567,-7.30287410513808,1.9137575120471e-05,0.0186998767376131,2.77704929645511,"RPS6KA1","Body","1",26882504
"cg17423443","cg17423443","II","Both",1.03791554823055,1.26222138565123,7.98019463868799,8.55781621489293e-06,0.0112997721769226,3.36840535514781,"DPYSL2","Body","8",26430574
"cg17465423","cg17465423","II","Both",0.86365751070785,-1.3668558179387,6.35437951242101,6.47332622232993e-05,0.0431358096393145,1.833169700955,"ZNF385A","Body","12",54784180
"cg17467642","cg17467642","II","Both",-2.27142244601018,0.148278961252256,-12.5998243549022,1.05661079186663e-07,0.00107792162524259,6.06929541665829,"AOAH","Body","7",36698354
"cg17484090","cg17484090","II","Both",-0.953282576702383,-2.26671394721407,-9.83462105868878,1.19811928652233e-06,0.00369659151004233,4.69251819211248,"COLEC12","Body","18",323534
"cg17535559","cg17535559","II","Both",-0.803333968746031,-0.086254905033542,-6.25011306356073,7.45334608504967e-05,0.0474327710997831,1.72051651356261,"TCF7L2","Body","10",114847512
"cg17543585","cg17543585","II","Both",0.931564401269476,-0.295481948053975,6.99515981743087,2.80722518339036e-05,0.0240208229726288,2.4863206034518,"HHLA2","TSS1500","3",108014368
"cg17574593","cg17574593","II","Both",0.995922989773104,1.92895220572333,8.52068261971115,4.66461087187286e-06,0.00782250679014573,3.7959755544639,"UBAC2","Body","13",99966887
"cg17594757","cg17594757","II","Both",1.78580650057446,-2.49354101114492,10.8250138266644,4.72784164783522e-07,0.00206518784898711,5.2545821982594,"NECAP2","Body","1",16769001
"cg17647823","cg17647823","II","Both",0.762996617826172,0.125580891854316,8.96624825419074,2.89080020712879e-06,0.00576104211883107,4.12143237660924,"TTC7A","Body","2",47290974
"cg17699214","cg17699214","II","Both",-1.77824282059358,-1.57548958056941,-10.4129202589554,6.89896567564415e-07,0.00250509044238045,5.0313081085411,"APBB2","Body","4",40890013
"cg17771504","cg17771504","II","Both",1.22645805921975,2.02838543648631,6.8626444377179,3.32253277392647e-05,0.027053144978435,2.35663935013459,"AP2A2","Body","11",996866
"cg17825554","cg17825554","II","Both",0.696973312932429,2.03358226332278,6.27997183615312,7.15738812313266e-05,0.0461509894131945,1.75296420672894,"SBNO2","Body","19",1140977
"cg17833106","cg17833106","II","Both",0.88658506276328,-0.434572788660141,6.38355800445051,6.22452431213781e-05,0.0420335406863042,1.86436826129256,"PVRL4","TSS1500","1",161060000
"cg17839901","cg17839901","II","Both",0.914116168738102,1.48854413870753,7.03041870816408,2.68509995612308e-05,0.0232421709757578,2.52036538341211,"DUSP22","Body","6",331908
"cg17843487","cg17843487","II","Both",-0.564512013568216,1.54336203090677,-6.31534908691972,6.82295139958359e-05,0.0448036292587124,1.79121412927588,"EFHD2","3'UTR","1",15756557
"cg17861914","cg17861914","II","Both",1.28633142251604,0.912856186289875,8.3635309163727,5.54763933781709e-06,0.00861018719630849,3.67548549590686,"NEK7","Body","1",198214574
"cg17884766","cg17884766","II","Both",-0.795026206411577,1.73485804602021,-7.13575639895831,2.3531020758649e-05,0.0210707627909699,2.62093833102261,"LIMA1","Body","12",50641260
"cg17902117","cg17902117","II","Both",1.2606880349198,1.16950663769993,7.83019858330201,1.01826196336646e-05,0.0127592153451965,3.2429675352919,"HOMER2","Body","15",83603674
"cg17928406","cg17928406","II","Both",-0.892055829270457,-0.449165037787318,-6.93113512777937,3.04454585151407e-05,0.0255533713133023,2.42400774525088,"NANOG","TSS1500","12",7941032
"cg17934790","cg17934790","II","Both",1.60152275985039,-1.44919610378584,11.9233854993986,1.82778479664235e-07,0.00128761468409357,5.78445392372603,"CLEC17A","TSS200","19",14693742
"cg17938601","cg17938601","II","Both",1.22661285230454,1.68183774532904,7.95888389644012,8.7705142007712e-06,0.0115273343255173,3.35076868230345,"LDLRAD4","Body","18",13480993
"cg17943838","cg17943838","II","Both",0.669445749206683,-0.174534705187876,6.90458832270142,3.14920298441655e-05,0.0261675058173285,2.39798326372839,"MYADM","3'UTR","19",54379445
"cg17957954","cg17957954","II","Both",-1.21283592198492,0.567305752826876,-11.4081474219952,2.82662103470056e-07,0.00160068302600085,5.54702156661876,"ARL15","Body","5",53241059
"cg17972058","cg17972058","II","Both",0.626423774896369,0.167607229314822,6.86484994806423,3.31316749353267e-05,0.0270399274118369,2.35882020609348,"SLAMF8","TSS1500","1",159796231
"cg17994196","cg17994196","II","Both",-0.846414947197697,-1.3195890144847,-8.39390826508934,5.36377382512174e-06,0.00849619790988442,3.69901544749721,"FHAD1","Body","1",15617106
"cg18001454","cg18001454","II","Both",1.19640907930985,-1.66631832949785,7.60781982574814,1.32359821351205e-05,0.0148656212356938,3.05130891117451,"PPFIA1","Body","11",70204961
"cg18030943","cg18030943","II","Both",1.24660401666726,0.685731413005568,9.54359522089677,1.59790662360555e-06,0.00417473566416399,4.50989330274214,"LAMP3","Body","3",182876556
"cg18047221","cg18047221","II","Both",-0.923247059712955,-1.72110336171592,-7.49226317590452,1.52016589510587e-05,0.0161536179383457,2.94896417379934,"LINC00578","Body","3",177167606
"cg18064706","cg18064706","I","Red",1.79624819668838,1.39652456854291,14.1041041225982,3.41122162896266e-08,0.000647034261625171,6.60919172641025,"PTPRN2","Body","7",157646656
"cg18076218","cg18076218","II","Both",-1.03433912490009,-0.622839369103426,-8.66921175727056,3.96850983480116e-06,0.00708496407261287,3.90707638110003,"C5AR2","TSS1500","19",47838767
"cg18079499","cg18079499","II","Both",0.693199260412802,-1.88543034996719,6.3287270724204,6.70088541538102e-05,0.0442734784088469,1.80562353538578,"CALM1","Body","14",90868646
"cg18148870","cg18148870","II","Both",-1.82505291236193,-0.537524090860279,-10.8062492157283,4.80862034750708e-07,0.00206518784898711,5.24472509127678,"AKAP5","5'UTR","14",64933964
"cg18158658","cg18158658","II","Both",1.24207750385855,1.3962146349285,6.4599660423753,5.62035128372417e-05,0.0390301059139154,1.9453938106816,"NEK6","Body","9",127025013
"cg18205787","cg18205787","I","Grn",2.54118899101989,-0.298259235070444,9.34705175946695,1.94878996491544e-06,0.00460055088185831,4.38166844210522,"CHID1","TSS200","11",915239
"cg18361425","cg18361425","II","Both",0.888117826683101,1.26106483721097,7.27212069724954,1.98744806576162e-05,0.0190816946753012,2.74863528647381,"RAMP1","Body","2",238795355
"cg18409839","cg18409839","II","Both",-0.869937970145293,-2.65261166128852,-6.52749029334972,5.13868224344887e-05,0.0365137034748389,2.01619393201913,"CDCP1","Body","3",45164698
"cg18431599","cg18431599","II","Both",1.58159879173548,-1.42482835422138,7.87719428228391,9.6403297337018e-06,0.0122751908509033,3.28259669176124,"MAMDC2","Body","9",72695637
"cg18445680","cg18445680","II","Both",-1.23790918165709,0.284593601754505,-9.00844486916968,2.76541648569548e-06,0.00562898226623481,4.15105984289368,"AAK1","Body","2",69811847
"cg18484278","cg18484278","II","Both",1.43497864189314,-1.62043758965328,7.05934084656522,2.58919261169678e-05,0.0226418886373915,2.548148537544,"ARHGAP22","1stExon","10",49860510
"cg18498503","cg18498503","II","Both",-0.979723914563593,-2.73220215710143,-7.06166116971699,2.58165974783207e-05,0.0226314724946126,2.55037191338897,"PIK3AP1","Body","10",98408203
"cg18518074","cg18518074","II","Both",1.47102673584668,0.478830833869346,10.3867098130411,7.06978534026711e-07,0.00251385725687103,5.01661306253231,"EHD1","Body","11",64642316
"cg18520125","cg18520125","I","Red",-2.77782165510195,1.27801181140783,-14.9438039664044,1.90138288574054e-08,0.000525604791249118,6.86345873276353,"FLT1","Body","13",28903926
"cg18581405","cg18581405","II","Both",-1.05555534678935,-3.21040849371051,-10.3002795942514,7.66642891013508e-07,0.0026924938209463,4.96772354174517,"S1PR4","3'UTR","19",3180035
"cg18590565","cg18590565","II","Both",1.89952047022465,0.311243297644945,8.10570339238365,7.41300048683991e-06,0.0104654225093798,3.47105119180077,"TPRG1L","Body","1",3542729
"cg18654932","cg18654932","II","Both",-0.940559923626224,0.901623612315344,-7.52608962646729,1.45955264061177e-05,0.0157923227140295,2.97912098115296,"NBPF20","Body","1",145433592
"cg18656024","cg18656024","II","Both",-0.7624041048174,-0.62960401499917,-7.25839605346547,2.02131669458364e-05,0.0192461241209988,2.73590924432336,"COL7A1","TSS1500","3",48633144
"cg18659153","cg18659153","II","Both",-0.789849647902627,-3.00048645769552,-6.44206802641587,5.75599812455798e-05,0.0397786818133465,1.92650116795899,"RASL10A","Body","22",29710531
"cg18677148","cg18677148","II","Both",1.3504069961069,-0.730481110607826,6.44783824820023,5.71188638776742e-05,0.0395643787939513,1.93259785130184,"CLTC","Body","17",57712280
"cg18728406","cg18728406","II","Both",0.840210559530602,-2.3980734885019,6.70206951186013,4.08725275438269e-05,0.0310233706806573,2.19578540714876,"FMNL3","Body","12",50066533
"cg18828874","cg18828874","II","Both",-0.984215823607854,-0.970329105130551,-10.0039321987538,1.01656587644127e-06,0.00327495486950878,4.79493775082124,"TTC7A","Body","2",47191178
"cg18949259","cg18949259","II","Both",-1.4574952698535,0.869938802252565,-11.7225722141705,2.16202206105915e-07,0.00142471829105511,5.69413064056184,"LOC643339","Body","12",93503799
"cg19001261","cg19001261","II","Both",0.634725121508779,0.146404433808822,6.63443449419413,4.46423981090651e-05,0.0331220310998948,2.12679614035011,"CLEC4G","5'UTR","19",7797052
"cg19032863","cg19032863","II","Both",-1.41539517848057,0.633356874664101,-6.37917935317038,6.2611968206255e-05,0.0421814663982741,1.85969554573078,"LRRC8B","5'UTR","1",90011484
"cg19111801","cg19111801","II","Both",1.58241490902339,1.32657740456891,9.19101090502685,2.28694188202825e-06,0.00497712974788333,4.27695313632286,"CYP19A1","5'UTR","15",51602474
"cg19163395","cg19163395","I","Red",-1.03455717592357,-0.308800279270678,-7.1394680909171,2.3422413308391e-05,0.0210174933563446,2.62445124997381,"HDAC5","Body","17",42164433
"cg19168934","cg19168934","II","Both",-1.00694161617243,-1.33582832026075,-8.38479330420588,5.41824191381046e-06,0.00850388106612557,3.69196723435351,"SP100","Body","2",231299880
"cg19196555","cg19196555","II","Both",1.3989029986345,-1.73438702909759,6.81504692923422,3.53174524375486e-05,0.028379002251103,2.30938673226419,"HOPX","5'UTR","4",57524758
"cg19216357","cg19216357","II","Both",1.01073257378235,0.959260005194317,7.81793719296284,1.03294639688812e-05,0.0128846455784876,3.2325784730955,"MAT2B","Body","5",162943573
"cg19232113","cg19232113","II","Both",1.54905673237742,1.8303558403511,8.27799493009557,6.1029949271741e-06,0.00924012840791948,3.60860592466086,"CD59","3'UTR","11",33730111
"cg19483537","cg19483537","II","Both",-0.760869668709111,-0.988220916586396,-6.42457835796404,5.89195052461117e-05,0.0404896541015344,1.90798823015237,"CLIP4","5'UTR","2",29340931
"cg19525078","cg19525078","II","Both",1.722691544317,-1.27159154894311,12.2763415558998,1.36865786685452e-07,0.0011760539710346,5.93669401046693,"OVCH1","Body","12",29581042
"cg19663114","cg19663114","II","Both",-1.61133920651554,-0.260750033111694,-7.24035712186551,2.06678111245093e-05,0.0195919418148885,2.71914005440837,"MED12L","Body","3",151113683
"cg19668696","cg19668696","II","Both",0.823255423878732,-3.14896498029878,6.51324670719619,5.2364674631479e-05,0.0368906922182475,2.00132186760013,"UTS2R","TSS1500","17",80330835
"cg19777818","cg19777818","II","Both",-1.53407792894953,-0.0976364199283851,-8.97507128929742,2.86408271133321e-06,0.00574858758946951,4.12764393408246,"DSE","Body","6",116745266
"cg19787027","cg19787027","II","Both",-1.30589012432854,1.57328032964822,-11.2992052525378,3.10632940309006e-07,0.00169550581614191,5.4943716828244,"SGMS1","Body","10",52072918
"cg19800916","cg19800916","II","Both",0.678235798718215,-2.41665024714266,6.86252749957031,3.32303012399355e-05,0.027053144978435,2.3565236977843,"GRK5","Body","10",121065912
"cg19803636","cg19803636","II","Both",-0.682217398667133,0.594045458553114,-6.77094177125467,3.73829397574727e-05,0.0294981686571346,2.26528049376402,"PAQR5","5'UTR","15",69603763
"cg19823504","cg19823504","II","Both",-1.45664487637658,1.51973686027628,-10.6185453374417,5.70453459527431e-07,0.00227969282709897,5.14451767897613,"SEMA6B","Body","19",4556982
"cg19893874","cg19893874","II","Both",-1.37167404827914,-0.722554273217415,-8.50859954131303,4.72679368041635e-06,0.00788424155843866,3.78681953744208,"ZNF430","Body","19",21205975
"cg19905351","cg19905351","II","Both",-1.00757708446534,-0.820816754359872,-9.18637063238868,2.29792565777856e-06,0.00497712974788333,4.27379884021455,"ADK","Body","10",76144671
"cg19983457","cg19983457","II","Both",1.56201662126131,1.32412858805189,9.25664297006312,2.13753368236577e-06,0.00483653538960472,4.32131682398836,"STIM2","Body","4",26938442
"cg20001906","cg20001906","II","Both",-1.49678266656805,-0.337127345851275,-8.53805075563009,4.57677548293529e-06,0.00776565861893919,3.80910507749326,"HIPK2","Body","7",139422477
"cg20013319","cg20013319","II","Both",-1.81624685692467,-1.02998870948405,-9.71956788210164,1.34144280398161e-06,0.00381906537983257,4.62133059133899,"CBL","Body","11",119089262
"cg20038495","cg20038495","II","Both",-1.38591672903588,0.821249571147823,-15.0420138412548,1.77925384282136e-08,0.000525604791249118,6.89128650931172,"SRL","Body","16",4264355
"cg20050563","cg20050563","II","Both",-1.17429305847706,-2.36618675526604,-9.27421117054475,2.09936009823306e-06,0.00478465383324476,4.33311291410341,"MIR4435-2HG","Body","2",112237937
"cg20086047","cg20086047","II","Both",1.49621778594095,1.89798643881983,9.22389823641612,2.21070781987372e-06,0.00490789735901095,4.29924158581853,"A2M","TSS200","12",9268711
"cg20091384","cg20091384","I","Grn",0.927191659649001,1.92285809422781,9.35541232829257,1.93227125556125e-06,0.00458682657696169,4.38720541746439,"GNG7","5'UTR","19",2700927
"cg20110671","cg20110671","II","Both",1.93394199976695,0.698061227341056,14.3595546886893,2.84617084174674e-08,0.000594878861821496,6.68976200769545,"CHST11","Body","12",105032719
"cg20227723","cg20227723","II","Both",-1.65157902538984,1.8244045056004,-13.0299320723989,7.55766623894274e-08,0.000925211660304582,6.23599147274959,"DENND1A","Body","9",126569749
"cg20229177","cg20229177","II","Both",0.695399046404534,2.17624998964551,6.36904096831176,6.34700174030186e-05,0.0425255071566674,1.84886398590371,"PTPRO","Body","12",15717479
"cg20239358","cg20239358","II","Both",-1.48755033340721,0.967705689843212,-13.5918821923979,4.94974696120077e-08,0.000771208374622784,6.43847390854325,"MIR3148","TSS1500","8",29816070
"cg20262911","cg20262911","II","Both",0.66397731475177,0.358689786319679,6.21675711717021,7.79955987575249e-05,0.0490732043982899,1.68408991408965,"GIGYF1","1stExon","7",100285862
"cg20334128","cg20334128","II","Both",-1.24303445428671,0.947387053669503,-11.1566202933561,3.51883447172051e-07,0.00183868112796653,5.42411244371888,"SLC24A4","Body","14",92808310
"cg20335273","cg20335273","II","Both",0.641716333813689,-1.86872580923547,6.24630767601507,7.49199762061755e-05,0.0474867413092252,1.71637034347362,"WDFY2","Body","13",52197867
"cg20359042","cg20359042","I","Red",-1.36811195967923,1.96582074507894,-9.08391633341342,2.55560729472011e-06,0.00530268093547709,4.20355154772534,"STK24","Body","13",99135583
"cg20361664","cg20361664","II","Both",2.16727923135268,1.18181849996842,7.21964366376587,2.12034968221774e-05,0.0198581059822846,2.69982453218314,"TAOK3","Body","12",118604799
"cg20361881","cg20361881","II","Both",-0.804925278962309,0.780968993795038,-8.70598658283691,3.81410908309234e-06,0.00692606967959365,3.93417515165383,"MIR5095","Body","16",48514014
"cg20375836","cg20375836","I","Red",-1.1767328797372,1.49857852502163,-8.2487111676979,6.30671095103303e-06,0.00947302855278992,3.58549586305924,"STK24","Body","13",99135543
"cg20413616","cg20413616","II","Both",-0.996326490704728,-2.61338264744368,-8.10091462784559,7.45350348544405e-06,0.0104708527603662,3.46717288549042,"DENND1A","Body","9",126311780
"cg20427486","cg20427486","II","Both",1.23753617254666,-1.64583589244933,11.8625253874106,1.92271799530346e-07,0.00131812624346507,5.75737071299117,"DPP4","3'UTR","2",162849137
"cg20431615","cg20431615","II","Both",1.00625740035369,1.03373139619266,7.09729329283237,2.46889753894527e-05,0.0217888979898953,2.58441166451311,"ST6GALNAC6","5'UTR","9",130660872
"cg20563072","cg20563072","II","Both",-2.90507052294408,-1.42819746027592,-16.2892521361027,7.91475730395462e-09,0.000376804886309193,7.21389119648355,"PTPRJ","Body","11",48030718
"cg20577747","cg20577747","II","Both",1.23532809162386,0.491752279259302,12.1287599900642,1.5432432879149e-07,0.00121327521984621,5.87402403802966,"LAG3","TSS1500","12",6880250
"cg20583714","cg20583714","II","Both",0.673661749638221,1.0923695523242,6.37810650788801,6.27021753827483e-05,0.0422006828227218,1.85855016120288,"FCHSD2","Body","11",72686051
"cg20617626","cg20617626","II","Both",1.6496075533777,-1.86929685149327,9.97355476179929,1.04680560505809e-06,0.00333476464241521,4.77676388153654,"P2RY6","5'UTR","11",72991932
"cg20646141","cg20646141","II","Both",-0.828900934536558,-2.40264376455444,-7.98641277492806,8.49680976932845e-06,0.0112538997795176,3.37354000736169,"NBPF20","Body","1",145433673
"cg20705717","cg20705717","II","Both",-1.03145036271969,-1.8622645426243,-6.95591945035854,2.95021007509858e-05,0.0249079696766022,2.4482050596378,"PRKCE","Body","2",46119825
"cg20728881","cg20728881","II","Both",0.545656918097724,2.21178328355247,6.20913048551741,7.88111670239826e-05,0.0494773619720628,1.6757346738282,"ARID5B","TSS1500","10",63808314
"cg20746552","cg20746552","II","Both",0.804312451736322,0.146524358920572,9.10208824938766,2.50770922541695e-06,0.00525418425194927,4.21609555448169,"ARID5B","Body","10",63809108
"cg20912528","cg20912528","II","Both",-3.12427995226101,-0.0767788862061861,-18.415133381195,2.25380578188727e-09,0.000214597870482449,7.65446839601035,"RGS6","Body","14",72992432
"cg20956829","cg20956829","II","Both",-0.829062072707013,-2.32237777262824,-6.75890578708356,3.79688977567976e-05,0.0297414471494567,2.25319040361856,"MPZL3","Body","11",118112309
"cg21002456","cg21002456","II","Both",0.982955368456603,0.0901106139184192,8.68304832952982,3.9096364473627e-06,0.00703851192536951,3.91729120413935,"CEP295NL","TSS1500","17",76899694
"cg21043808","cg21043808","II","Both",2.15129733035855,-0.320527053860108,12.2219244243649,1.43039394128452e-07,0.00119006276197305,5.9137480366246,"CCL13","TSS1500","17",32683249
"cg21060726","cg21060726","II","Both",1.52614195568286,-0.893973585337937,12.8022055866631,9.01359288587436e-08,0.00100313328763727,6.14905688896931,"LOC101928909","Body","14",91111866
"cg21189224","cg21189224","I","Red",1.49905130273219,3.20107214769078,7.79577438858837,1.06007253018404e-05,0.0130708010670644,3.21374761063502,"LOC100129066","Body","9",92277515
"cg21204530","cg21204530","II","Both",1.21778077800704,0.867126415665062,8.18021858046543,6.81248370842726e-06,0.00991155078788976,3.53101371191243,"ERGIC1","Body","5",172306136
"cg21207418","cg21207418","II","Both",1.19101148102453,0.696849624061934,8.47753165583211,4.89083434710685e-06,0.0080754554278968,3.76319543804925,"ACP5","5'UTR","19",11688711
"cg21217846","cg21217846","II","Both",0.809067634950073,-1.080072669785,7.4081994784768,1.68288047350381e-05,0.0172297605582474,2.87330378658014,"S100A5","TSS1500","1",153515539
"cg21366461","cg21366461","II","Both",1.16835029055897,1.76568796748038,7.45367922996818,1.5926376092082e-05,0.0166033827020692,2.9143645089415,"TDRKH","5'UTR","1",151756039
"cg21380590","cg21380590","II","Both",1.36713849061813,-0.643197988352502,7.83006221462723,1.0184240352456e-05,0.0127592153451965,3.24285210350491,"SLC7A8","TSS1500","14",23624778
"cg21421634","cg21421634","II","Both",1.61520720495618,-0.00975807001831455,8.98359336864667,2.83853039576004e-06,0.00572585015314668,4.13363524433603,"PLEKHA6","5'UTR","1",204249677
"cg21427213","cg21427213","II","Both",2.30529566549411,-0.352562643844086,8.88032083263331,3.16559146105703e-06,0.00617933548478617,4.06047437656478,"LPP","5'UTR","3",187872975
"cg21465612","cg21465612","II","Both",0.976776209345104,1.54180665623226,7.55129494022718,1.41608424671481e-05,0.0155377985473531,3.00148513674604,"TMIGD3","Body","1",112033851
"cg21469501","cg21469501","II","Both",-0.918853835597921,-0.431037602584675,-8.22857917703094,6.451021769355e-06,0.00959458354097773,3.56954454692296,"SNX14","Body","6",86271771
"cg21503275","cg21503275","II","Both",-1.17028534504119,-0.583561412395301,-10.9193181285242,4.34359707519682e-07,0.0020085177848427,5.30368649598796,"RAD51L1","Body","14",68944441
"cg21517158","cg21517158","II","Both",0.672695560601282,1.59017086186203,6.60524594905389,4.63832851260729e-05,0.0338855798145841,2.096794291036,"TBCD","Body","17",80889693
"cg21531916","cg21531916","II","Both",0.770716529291253,0.856077895857588,7.67615602402298,1.22040038527863e-05,0.0141517232335784,3.11093963347497,"POR","Body","7",75608553
"cg21594557","cg21594557","II","Both",0.698669303952843,0.118482045403014,6.53863303771755,5.06355241969838e-05,0.0363719257136728,2.02780509549894,"F13A1","5'UTR","6",6319756
"cg21603432","cg21603432","II","Both",-1.62218140916788,-0.420077214849276,-8.67259334252412,3.95403339313016e-06,0.00707385654274687,3.90957493678866,"SESTD1","5'UTR","2",180100632
"cg21645865","cg21645865","II","Both",0.987633733012584,1.83711227419509,7.76419437652655,1.10006246337632e-05,0.0133148266594722,3.18679847381935,"NSMCE2","Body","8",126296636
"cg21675549","cg21675549","II","Both",-1.36247056740043,1.54025967901517,-9.96355600338491,1.05697153207086e-06,0.00334229999496631,4.77076275904192,"PFDN1","Body","5",139680946
"cg21692308","cg21692308","II","Both",-1.12500115385632,0.278460791515185,-6.3135867330636,6.83920878460577e-05,0.0448416622364012,1.78931365811239,"AMIGO1","3'UTR","1",110049503
"cg21708364","cg21708364","II","Both",-1.4375194945833,0.85364833124773,-7.81632645417897,1.03489237706962e-05,0.0128901561539359,3.23121216459607,"DPF3","Body","14",73277060
"cg21761406","cg21761406","II","Both",0.994963457831244,1.04082808775932,6.73147777751008,3.9341424707286e-05,0.0303997467732291,2.22555259045244,"LOC646268","TSS200","1",158110575
"cg21805788","cg21805788","II","Both",-1.09307305583663,-1.79855529682073,-6.82711813875388,3.47737867109704e-05,0.0280858796716988,2.32140439208248,"FAM102B","Body","1",109134372
"cg21845909","cg21845909","II","Both",0.849906617378595,-0.797525032886516,8.0027203321714,8.33903672967618e-06,0.011122571694247,3.38698153021258,"LINC00282","Body","13",52404239
"cg21885317","cg21885317","I","Red",0.854944447754103,2.8807911322315,6.33525434427036,6.64218027088166e-05,0.0439873512031675,1.81264313672866,"C8orf76","Body","8",124248094
"cg21963073","cg21963073","II","Both",-1.06054679048907,-0.820765880687795,-7.55241840855966,1.41417954675555e-05,0.0155377985473531,3.00247985082257,"PAPD4","Body","5",78917020
"cg21977014","cg21977014","II","Both",-0.714571782767561,1.93271137868518,-7.13946583404659,2.3422479182149e-05,0.0210174933563446,2.62444911460146,"LOC100128714","TSS1500","15",26146130
"cg22100238","cg22100238","II","Both",1.18408864840523,-1.28189601954738,7.35243801526387,1.80112070622147e-05,0.0180521167278461,2.82254801561543,"RAMP1","Body","2",238811400
"cg22284398","cg22284398","II","Both",-1.08989965206917,-1.41302184992173,-6.41430372037006,5.97342238279602e-05,0.0408529650722904,1.89708875242055,"PRKCE","Body","2",46119607
"cg22323494","cg22323494","II","Both",1.63328936870066,0.66669332220669,11.17531299974,3.46151303106596e-07,0.00182546808074971,5.43341175090404,"SGSM2","Body","17",2281220
"cg22454516","cg22454516","I","Grn",-1.04049147564384,1.01190927834201,-10.3746025181324,7.15023797131012e-07,0.00253195835851671,5.00980454370164,"APP","TSS200","21",27512732
"cg22514231","cg22514231","II","Both",2.27997676998922,-0.255165528833075,12.3051882353839,1.33711266289803e-07,0.00116921224445833,5.94878175405525,"CHID1","TSS200","11",915093
"cg22518946","cg22518946","II","Both",-1.15683774835429,-1.40877044970848,-6.66800572823424,4.27265083063523e-05,0.0321458643380704,2.16113193913263,"SYT6","Body","1",114665989
"cg22528339","cg22528339","II","Both",1.38063453844476,1.88276991114951,8.13113482497977,7.20185274008924e-06,0.0102663219466393,3.49159722634093,"LPAR6","5'UTR","13",49011342
"cg22610434","cg22610434","II","Both",1.05699469601046,0.276469218907276,8.89008319278102,3.13299235240292e-06,0.00612966377272343,4.06744247474595,"CD1C","1stExon","1",158259914
"cg22650425","cg22650425","II","Both",0.99414354257334,-0.909434456859566,8.10127086341102,7.45048225161611e-06,0.0104708527603662,3.46746149565183,"CYTH3","Body","7",6298689
"cg22697477","cg22697477","II","Both",-0.897994525504082,-2.39418701308346,-8.84242911163208,3.29564660568678e-06,0.00633223765374539,4.03332425264311,"RUNX1","Body","21",36203255
"cg22802974","cg22802974","II","Both",1.59180131437246,1.55204115373916,8.44272103211191,5.08198823045187e-06,0.00824719875611479,3.73658405088057,"CHID1","TSS1500","11",915377
"cg22845912","cg22845912","II","Both",0.850649644662962,0.436213433303067,8.63218644411567,4.13082234083727e-06,0.00720952170753926,3.87963003656957,"SLA","Body","8",134059874
"cg22885409","cg22885409","II","Both",-1.64287654330511,-0.895342984751574,-7.67930900578595,1.21585342690704e-05,0.0141334137234423,3.11367509624227,"MMP20","Body","11",102470832
"cg22924250","cg22924250","II","Both",1.27617125784375,-1.74392313424719,8.94690960436005,2.95030996964004e-06,0.005865996580054,4.10778675732763,"DPF3","Body","14",73358241
