"","Term","Ont","N","DE","P.DE","FDR.DE"
"GO:0009804","coumarin metabolic process","BP",1,0,1,1
"GO:0033076","isoquinoline alkaloid metabolic process","BP",1,0,1,1
"GO:0090347","regulation of cellular organohalogen metabolic process","BP",1,0,1,1
"GO:0090348","regulation of cellular organofluorine metabolic process","BP",1,0,1,1
"GO:0090349","negative regulation of cellular organohalogen metabolic process","BP",1,0,1,1
"GO:0090350","negative regulation of cellular organofluorine metabolic process","BP",1,0,1,1
"GO:0018885","carbon tetrachloride metabolic process","BP",1,0,1,1
"GO:0018910","benzene metabolic process","BP",1,0,1,1
"GO:0018960","4-nitrophenol metabolic process","BP",1,0,1,1
"GO:0042197","halogenated hydrocarbon metabolic process","BP",1,0,1,1
"GO:2000857","positive regulation of mineralocorticoid secretion","BP",1,0,1,1
"GO:2000860","positive regulation of aldosterone secretion","BP",1,0,1,1
"GO:0016203","muscle attachment","BP",1,0,1,1
"GO:0031038","myosin II filament organization","BP",1,0,1,1
"GO:0043519","regulation of myosin II filament organization","BP",1,0,1,1
"GO:1903060","negative regulation of protein lipidation","BP",1,0,1,1
"GO:0010643","cell communication by chemical coupling","BP",1,0,1,1
"GO:2000016","negative regulation of determination of dorsal identity","BP",1,0,1,1
"GO:0039695","DNA-templated viral transcription","BP",1,0,1,1
"GO:0070922","RISC complex assembly","BP",1,0,1,1
"GO:1905698","positive regulation of polysome binding","BP",1,0,1,1
"GO:0032076","negative regulation of deoxyribonuclease activity","BP",1,0,1,1
"GO:1902511","negative regulation of apoptotic DNA fragmentation","BP",1,0,1,1
"GO:1903625","negative regulation of DNA catabolic process","BP",1,0,1,1
"GO:0008617","guanosine metabolic process","BP",1,0,1,1
"GO:1901068","guanosine-containing compound metabolic process","BP",1,0,1,1
"GO:0016128","phytosteroid metabolic process","BP",1,0,1,1
"GO:0016129","phytosteroid biosynthetic process","BP",1,0,1,1
"GO:0016131","brassinosteroid metabolic process","BP",1,0,1,1
"GO:0016132","brassinosteroid biosynthetic process","BP",1,0,1,1
"GO:0031427","response to methotrexate","BP",1,0,1,1
"GO:2000821","regulation of grooming behavior","BP",1,0,1,1
"GO:1901053","sarcosine catabolic process","BP",1,0,1,1
"GO:0014853","regulation of excitatory postsynaptic membrane potential involved in skeletal muscle contraction","BP",1,0,1,1
"GO:0003335","corneocyte development","BP",1,0,1,1
"GO:0072382","minus-end-directed vesicle transport along microtubule","BP",1,0,1,1
"GO:0071245","cellular response to carbon monoxide","BP",1,0,1,1
"GO:1900239","regulation of phenotypic switching","BP",1,0,1,1
"GO:1900240","negative regulation of phenotypic switching","BP",1,0,1,1
"GO:1905916","negative regulation of cell differentiation involved in phenotypic switching","BP",1,0,1,1
"GO:1905931","negative regulation of vascular associated smooth muscle cell differentiation involved in phenotypic switching","BP",1,0,1,1
"GO:0016999","antibiotic metabolic process","BP",1,0,1,1
"GO:0072338","cellular lactam metabolic process","BP",1,0,1,1
"GO:0072340","cellular lactam catabolic process","BP",1,0,1,1
"GO:0120116","glucagon processing","BP",1,0,1,1
"GO:0006212","uracil catabolic process","BP",1,0,1,1
"GO:0006214","thymidine catabolic process","BP",1,0,1,1
"GO:0046127","pyrimidine deoxyribonucleoside catabolic process","BP",1,0,1,1
"GO:0051543","regulation of elastin biosynthetic process","BP",1,1,0.0074715891253847,0.439561528082237
"GO:0051545","negative regulation of elastin biosynthetic process","BP",1,1,0.0074715891253847,0.439561528082237
"GO:0046080","dUTP metabolic process","BP",1,0,1,1
"GO:0046081","dUTP catabolic process","BP",1,0,1,1
"GO:1905384","regulation of protein localization to presynapse","BP",1,0,1,1
"GO:1905386","positive regulation of protein localization to presynapse","BP",1,0,1,1
"GO:0036145","dendritic cell homeostasis","BP",1,0,1,1
"GO:0010814","substance P catabolic process","BP",1,0,1,1
"GO:0010816","calcitonin catabolic process","BP",1,0,1,1
"GO:0034959","endothelin maturation","BP",1,0,1,1
"GO:2000431","regulation of cytokinesis, actomyosin contractile ring assembly","BP",1,0,1,1
"GO:0014826","vein smooth muscle contraction","BP",1,0,1,1
"GO:0035645","enteric smooth muscle cell differentiation","BP",1,0,1,1
"GO:1900022","regulation of D-erythro-sphingosine kinase activity","BP",1,0,1,1
"GO:0038029","epidermal growth factor receptor signaling pathway via MAPK cascade","BP",1,0,1,1
"GO:0055113","epiboly involved in gastrulation with mouth forming second","BP",1,0,1,1
"GO:0097155","fasciculation of sensory neuron axon","BP",1,0,1,1
"GO:0071505","response to mycophenolic acid","BP",1,0,1,1
"GO:0071506","cellular response to mycophenolic acid","BP",1,0,1,1
"GO:0072303","positive regulation of glomerular metanephric mesangial cell proliferation","BP",1,0,1,1
"GO:0021569","rhombomere 3 development","BP",1,0,1,1
"GO:0021593","rhombomere morphogenesis","BP",1,0,1,1
"GO:0021594","rhombomere formation","BP",1,0,1,1
"GO:0021595","rhombomere structural organization","BP",1,0,1,1
"GO:0021658","rhombomere 3 morphogenesis","BP",1,0,1,1
"GO:0021659","rhombomere 3 structural organization","BP",1,0,1,1
"GO:0021660","rhombomere 3 formation","BP",1,0,1,1
"GO:0021664","rhombomere 5 morphogenesis","BP",1,0,1,1
"GO:0021665","rhombomere 5 structural organization","BP",1,0,1,1
"GO:0021666","rhombomere 5 formation","BP",1,0,1,1
"GO:0060034","notochord cell differentiation","BP",1,0,1,1
"GO:0060035","notochord cell development","BP",1,0,1,1
"GO:1900259","regulation of RNA-directed 5'-3' RNA polymerase activity","BP",1,0,1,1
"GO:1900260","negative regulation of RNA-directed 5'-3' RNA polymerase activity","BP",1,0,1,1
"GO:1905535","regulation of eukaryotic translation initiation factor 4F complex assembly","BP",1,0,1,1
"GO:1905537","positive regulation of eukaryotic translation initiation factor 4F complex assembly","BP",1,0,1,1
"GO:1905610","regulation of mRNA cap binding","BP",1,0,1,1
"GO:1905612","positive regulation of mRNA cap binding","BP",1,0,1,1
"GO:0002812","biosynthetic process of antibacterial peptides active against Gram-negative bacteria","BP",1,0,1,1
"GO:0070947","neutrophil-mediated killing of fungus","BP",1,0,1,1
"GO:0032043","mitochondrial DNA catabolic process","BP",1,0,1,1
"GO:0036268","swimming","BP",1,0,1,1
"GO:0061921","peptidyl-lysine propionylation","BP",1,0,1,1
"GO:0140067","peptidyl-lysine butyrylation","BP",1,0,1,1
"GO:1901585","regulation of acid-sensing ion channel activity","BP",1,0,1,1
"GO:0106028","neuron projection retraction","BP",1,0,1,1
"GO:0009810","stilbene metabolic process","BP",1,0,1,1
"GO:0046272","stilbene catabolic process","BP",1,0,1,1
"GO:0120256","olefinic compound catabolic process","BP",1,0,1,1
"GO:0045951","positive regulation of mitotic recombination","BP",1,0,1,1
"GO:0042700","luteinizing hormone signaling pathway","BP",1,0,1,1
"GO:1905767","regulation of double-stranded telomeric DNA binding","BP",1,0,1,1
"GO:1905768","negative regulation of double-stranded telomeric DNA binding","BP",1,0,1,1
"GO:0036290","protein trans-autophosphorylation","BP",1,0,1,1
"GO:0070054","mRNA splicing, via endonucleolytic cleavage and ligation","BP",1,0,1,1
"GO:1990579","peptidyl-serine trans-autophosphorylation","BP",1,0,1,1
"GO:0090282","positive regulation of transcription involved in G2/M transition of mitotic cell cycle","BP",1,0,1,1
"GO:0002184","cytoplasmic translational termination","BP",1,0,1,1
"GO:0060803","BMP signaling pathway involved in mesodermal cell fate specification","BP",1,0,1,1
"GO:0045660","positive regulation of neutrophil differentiation","BP",1,0,1,1
"GO:0036339","lymphocyte adhesion to endothelial cell of high endothelial venule","BP",1,0,1,1
"GO:0060495","cell-cell signaling involved in lung development","BP",1,0,1,1
"GO:0060506","smoothened signaling pathway involved in lung development","BP",1,0,1,1
"GO:0060792","sweat gland development","BP",1,0,1,1
"GO:0061973","membrane bone morphogenesis","BP",1,0,1,1
"GO:0061974","perichondral bone morphogenesis","BP",1,0,1,1
"GO:0036333","hepatocyte homeostasis","BP",1,0,1,1
"GO:1900133","regulation of renin secretion into blood stream","BP",1,0,1,1
"GO:1900134","negative regulation of renin secretion into blood stream","BP",1,0,1,1
"GO:1901999","homogentisate metabolic process","BP",1,0,1,1
"GO:1902000","homogentisate catabolic process","BP",1,0,1,1
"GO:2000537","regulation of B cell chemotaxis","BP",1,0,1,1
"GO:2000538","positive regulation of B cell chemotaxis","BP",1,0,1,1
"GO:0003412","establishment of epithelial cell apical/basal polarity involved in camera-type eye morphogenesis","BP",1,0,1,1
"GO:0005986","sucrose biosynthetic process","BP",1,1,0.0074715891253847,0.439561528082237
"GO:0001797","negative regulation of type IIa hypersensitivity","BP",1,0,1,1
"GO:0001811","negative regulation of type I hypersensitivity","BP",1,0,1,1
"GO:0001814","negative regulation of antibody-dependent cellular cytotoxicity","BP",1,0,1,1
"GO:0002450","B cell antigen processing and presentation","BP",1,0,1,1
"GO:0002622","regulation of B cell antigen processing and presentation","BP",1,0,1,1
"GO:0002893","negative regulation of type II hypersensitivity","BP",1,0,1,1
"GO:0002416","IgG immunoglobulin transcytosis in epithelial cells mediated by FcRn immunoglobulin receptor","BP",1,0,1,1
"GO:0014843","growth factor dependent regulation of skeletal muscle satellite cell proliferation","BP",1,0,1,1
"GO:0042660","positive regulation of cell fate specification","BP",1,0,1,1
"GO:1902748","positive regulation of lens fiber cell differentiation","BP",1,0,1,1
"GO:1902178","fibroblast growth factor receptor apoptotic signaling pathway","BP",1,0,1,1
"GO:0021847","ventricular zone neuroblast division","BP",1,0,1,1
"GO:0035602","fibroblast growth factor receptor signaling pathway involved in negative regulation of apoptotic process in bone marrow cell","BP",1,0,1,1
"GO:0035603","fibroblast growth factor receptor signaling pathway involved in hemopoiesis","BP",1,0,1,1
"GO:0035604","fibroblast growth factor receptor signaling pathway involved in positive regulation of cell proliferation in bone marrow","BP",1,0,1,1
"GO:0035607","fibroblast growth factor receptor signaling pathway involved in orbitofrontal cortex development","BP",1,0,1,1
"GO:0060594","mammary gland specification","BP",1,0,1,1
"GO:0060595","fibroblast growth factor receptor signaling pathway involved in mammary gland specification","BP",1,0,1,1
"GO:0060615","mammary gland bud formation","BP",1,0,1,1
"GO:0060648","mammary gland bud morphogenesis","BP",1,0,1,1
"GO:0060667","branch elongation involved in salivary gland morphogenesis","BP",1,0,1,1
"GO:0060915","mesenchymal cell differentiation involved in lung development","BP",1,0,1,1
"GO:0015962","diadenosine triphosphate metabolic process","BP",1,0,1,1
"GO:0015964","diadenosine triphosphate catabolic process","BP",1,0,1,1
"GO:0055011","atrial cardiac muscle cell differentiation","BP",1,0,1,1
"GO:0055014","atrial cardiac muscle cell development","BP",1,0,1,1
"GO:0006463","steroid hormone receptor complex assembly","BP",1,0,1,1
"GO:0014822","detection of wounding","BP",1,1,0.0074715891253847,0.439561528082237
"GO:0048567","ectodermal digestive tract morphogenesis","BP",1,1,0.0074715891253847,0.439561528082237
"GO:0048613","embryonic ectodermal digestive tract morphogenesis","BP",1,1,0.0074715891253847,0.439561528082237
"GO:0060461","right lung morphogenesis","BP",1,1,0.0074715891253847,0.439561528082237
"GO:1902038","positive regulation of hematopoietic stem cell differentiation","BP",1,0,1,1
"GO:1902257","negative regulation of apoptotic process involved in outflow tract morphogenesis","BP",1,0,1,1
"GO:0060678","dichotomous subdivision of terminal units involved in ureteric bud branching","BP",1,0,1,1
"GO:0072127","renal capsule development","BP",1,0,1,1
"GO:0072128","renal capsule morphogenesis","BP",1,0,1,1
"GO:0072129","renal capsule formation","BP",1,0,1,1
"GO:0072130","renal capsule specification","BP",1,0,1,1
"GO:0072213","metanephric capsule development","BP",1,0,1,1
"GO:0072265","metanephric capsule morphogenesis","BP",1,0,1,1
"GO:0072266","metanephric capsule formation","BP",1,0,1,1
"GO:0072267","metanephric capsule specification","BP",1,0,1,1
"GO:0072268","pattern specification involved in metanephros development","BP",1,0,1,1
"GO:0014737","positive regulation of muscle atrophy","BP",1,0,1,1
"GO:1905000","regulation of membrane repolarization during atrial cardiac muscle cell action potential","BP",1,0,1,1
"GO:0036323","vascular endothelial growth factor receptor-1 signaling pathway","BP",1,0,1,1
"GO:1990384","hyaloid vascular plexus regression","BP",1,0,1,1
"GO:1901254","positive regulation of intracellular transport of viral material","BP",1,0,1,1
"GO:0090044","positive regulation of tubulin deacetylation","BP",1,0,1,1
"GO:0071231","cellular response to folic acid","BP",1,0,1,1
"GO:0001661","conditioned taste aversion","BP",1,0,1,1
"GO:0046901","tetrahydrofolylpolyglutamate biosynthetic process","BP",1,0,1,1
"GO:0010722","regulation of ferrochelatase activity","BP",1,0,1,1
"GO:0006666","3-keto-sphinganine metabolic process","BP",1,0,1,1
"GO:0000304","response to singlet oxygen","BP",1,0,1,1
"GO:0002086","diaphragm contraction","BP",1,0,1,1
"GO:0043181","vacuolar sequestering","BP",1,0,1,1
"GO:0090667","cell chemotaxis to vascular endothelial growth factor","BP",1,0,1,1
"GO:0090668","endothelial cell chemotaxis to vascular endothelial growth factor","BP",1,0,1,1
"GO:0006683","galactosylceramide catabolic process","BP",1,0,1,1
"GO:0019376","galactolipid catabolic process","BP",1,0,1,1
"GO:0019402","galactitol metabolic process","BP",1,0,1,1
"GO:0061623","glycolytic process from galactose","BP",1,0,1,1
"GO:0036366","transforming growth factor beta3 activation","BP",1,0,1,1
"GO:1901398","regulation of transforming growth factor beta3 activation","BP",1,0,1,1
"GO:0006426","glycyl-tRNA aminoacylation","BP",1,0,1,1
"GO:0070150","mitochondrial glycyl-tRNA aminoacylation","BP",1,0,1,1
"GO:0003104","positive regulation of glomerular filtration","BP",1,0,1,1
"GO:1900142","negative regulation of oligodendrocyte apoptotic process","BP",1,0,1,1
"GO:2000533","negative regulation of renal albumin absorption","BP",1,0,1,1
"GO:0010725","regulation of primitive erythrocyte differentiation","BP",1,0,1,1
"GO:0035854","eosinophil fate commitment","BP",1,0,1,1
"GO:0001949","sebaceous gland cell differentiation","BP",1,0,1,1
"GO:0007493","endodermal cell fate determination","BP",1,0,1,1
"GO:1904002","regulation of sebum secreting cell proliferation","BP",1,0,1,1
"GO:1904003","negative regulation of sebum secreting cell proliferation","BP",1,0,1,1
"GO:1901804","beta-glucoside metabolic process","BP",1,0,1,1
"GO:1901805","beta-glucoside catabolic process","BP",1,0,1,1
"GO:1904457","positive regulation of neuronal action potential","BP",1,0,1,1
"GO:0035998","7,8-dihydroneopterin 3'-triphosphate biosynthetic process","BP",1,0,1,1
"GO:0043095","regulation of GTP cyclohydrolase I activity","BP",1,0,1,1
"GO:0043105","negative regulation of GTP cyclohydrolase I activity","BP",1,0,1,1
"GO:0106227","peptidyl-lysine glutarylation","BP",1,0,1,1
"GO:2000870","regulation of progesterone secretion","BP",1,0,1,1
"GO:0010625","positive regulation of Schwann cell proliferation","BP",1,0,1,1
"GO:0033575","protein glycosylation at cell surface","BP",1,0,1,1
"GO:0033580","protein galactosylation at cell surface","BP",1,0,1,1
